代官町,だいかんちょう,[da i ka n cho u],6
大観峰,だいかんぼう,[da i ka n bo u],6
代官山,だいかんやま,[da i ka n ya ma],6
大行司,だいぎょうじ,[da i gyo u ji],5
体験坑道,たいけんこうどう,[ta i ke n ko u do u],8
醍醐,だいご,[da i go],3
醍醐,だいご,[da i go],3
大国町,だいこくちょう,[da i ko ku cho u],6
大山寺,たいさんじ,[ta i sa n ji],5
太地,たいじ,[ta i ji],3
太子堂,たいしどう,[ta i shi do u],5
大師橋,だいしばし,[da i shi ba shi],5
大師山山頂,だいしざんさんちょう,[da i shi za n sa n cho u],9
太子橋今市,たいしばしいまいち,[ta i shi ba shi i ma i chi],9
大師前,だいしまえ,[da i shi ma e],5
大釈迦,だいしゃか,[da i sha ka],4
大正,たいしょう,[ta i sho u],4
大正,たいしょう,[ta i sho u],4
大聖寺,だいしょうじ,[da i sho u ji],5
大神宮下,だいじんぐうした,[da i ji n gu u shi ta],8
大成,たいせい,[ta i se i],4
大山口,だいせんぐち,[da i se n gu chi],6
大川寺,だいせんじ,[da i se n ji],5
大善寺,だいぜんじ,[da i ze n ji],5
代田橋,だいたばし,[da i ta ba shi],5
泰澄の里,たいちょうのさと,[ta i cho u no sa to],7
大展望台,だいてんぼうだい,[da i te n bo u da i],8
太東,たいとう,[ta i to u],4
大塔,だいとう,[da i to u],4
大道,だいどう,[da i do u],4
大同町,だいどうちょう,[da i do u cho u],6
だいどう豊里,だいどうとよさと,[da i do u to yo sa to],8
大日,だいにち,[da i ni chi],4
大入,だいにゅう,[da i nyu u],4
田井ノ瀬,たいのせ,[ta i no se],4
田井ノ浜,たいのはま,[ta i no ha ma],5
台原,だいのはら,[da i no ha ra],5
台場,だいば,[da i ba],3
大場,だいば,[da i ba],3
大福,だいふく,[da i fu ku],4
太平,たいへい,[ta i he i],4
大宝,だいほう,[da i ho u],4
当麻寺,たいまでら,[ta i ma de ra],5
大物,だいもつ,[da i mo tsu],4
大門,だいもん,[da i mo n],4
大門,だいもん,[da i mo n],4
大門,だいもん,[da i mo n],4
大谷向,だいやむこう,[da i ya mu ko u],6
大雄山,だいゆうざん,[da i yu u za n],6
大洋,たいよう,[ta i yo u],4
平館,たいらだて,[ta i ra da te],5
多比良,たいら,[ta i ra],3
田浦,たうら,[ta u ra],3
田尾寺,たおじ,[ta o ji],3
高,たか,[ta ka],2
高石,たかいし,[ta ka i shi],4
高井田,たかいだ,[ta ka i da],4
高井田,たかいだ,[ta ka i da],4
高井田中央,たかいだちゅうおう,[ta ka i da chu u o u],8
高井戸,たかいど,[ta ka i do],4
高岩,たかいわ,[ta ka i wa],4
高岩,たかいわ,[ta ka i wa],4
高尾,たかお,[ta ka o],3
高尾,たかお,[ta ka o],3
高岡,たかおか,[ta ka o ka],4
高岳,たかおか,[ta ka o ka],4
高岡,たかおか,[ta ka o ka],4
高岡貨物,たかおかかもつ,[ta ka o ka ka mo tsu],7
高岡やぶなみ,たかおかやぶなみ,[ta ka o ka ya bu na mi],8
高尾山,たかおさん,[ta ka o sa n],5
高尾山口,たかおさんぐち,[ta ka o sa n gu chi],7
高尾野,たかおの,[ta ka o no],4
鷹狩,たかがり,[ta ka ga ri],4
高儀,たかぎ,[ta ka gi],3
高木,たかぎ,[ta ka gi],3
高城町,たかぎまち,[ta ka gi ma chi],5
高久,たかく,[ta ka ku],3
高子,たかこ,[ta ka ko],3
高坂,たかさか,[ta ka sa ka],4
高崎,たかさき,[ta ka sa ki],4
高崎商科大学前,たかさきしょうかだいがくまえ,[ta ka sa ki sho u ka da i ga ku ma e],13
高崎新田,たかさきしんでん,[ta ka sa ki shi n de n],8
高崎問屋町,たかさきとんやまち,[ta ka sa ki to n ya ma chi],9
高砂,たかさご,[ta ka sa go],4
高砂,たかさご,[ta ka sa go],4
高師,たかし,[ta ka shi],3
高科,たかしな,[ta ka shi na],4
高師浜,たかしのはま,[ta ka shi no ha ma],6
高島,たかしま,[ta ka shi ma],4
鷹島口,たかしまぐち,[ta ka shi ma gu chi],6
高島平,たかしまだいら,[ta ka shi ma da i ra],7
高島町,たかしまちょう,[ta ka shi ma cho u],6
高城,たかじょう,[ta ka jo u],4
多賀城,たがじょう,[ta ga jo u],4
高須,たかす,[ta ka su],3
高瀬,たかせ,[ta ka se],3
高瀬,たかせ,[ta ka se],3
高田,たかた,[ta ka ta],3
高田,たかた,[ta ka ta],3
高田,たかた,[ta ka ta],3
高田,たかだ,[ta ka da],3
高田,たかだ,[ta ka da],3
多賀大社前,たがたいしゃまえ,[ta ga ta i sha ma e],7
高滝,たかたき,[ta ka ta ki],4
高田高校前,たかたこうこうまえ,[ta ka ta ko u ko u ma e],9
高田市,たかだし,[ta ka da shi],4
田県神社前,たがたじんじゃまえ,[ta ga ta ji n ja ma e],8
高田の鉄橋,たかだのてっきょう,[ta ka da no te t kyo u],8
高田馬場,たかだのばば,[ta ka da no ba ba],6
高田橋,たかだばし,[ta ka da ba shi],5
高田病院,たかたびょういん,[ta ka ta byo u i n],7
高田本山,たかだほんざん,[ta ka da ho n za n],7
高擶,たかたま,[ta ka ta ma],4
高茶屋,たかちゃや,[ta ka cha ya],4
高津,たかつ,[ta ka tsu],3
高津,たかつ,[ta ka tsu],3
高塚,たかつか,[ta ka tsu ka],4
高月,たかつき,[ta ka tsu ki],4
高槻,たかつき,[ta ka tsu ki],4
高槻市,たかつきし,[ta ka tsu ki shi],5
高角,たかつの,[ta ka tsu no],4
高遠原,たかとおばら,[ta ka to o ba ra],6
鷹取,たかとり,[ta ka to ri],4
高取,たかとり,[ta ka to ri],4
高鍋,たかなべ,[ta ka na be],4
高輪台,たかなわだい,[ta ka na wa da i],6
高根木戸,たかねきど,[ta ka ne ki do],5
高根公団,たかねこうだん,[ta ka ne ko u da n],7
高野,たかの,[ta ka no],3
鷹ノ子,たかのこ,[ta ka no ko],4
鷹巣,たかのす,[ta ka no su],4
鷹ノ巣,たかのす,[ta ka no su],4
鷹の台,たかのだい,[ta ka no da i],5
高の原,たかのはら,[ta ka no ha ra],5
高ノ宮,たかのみや,[ta ka no mi ya],5
高萩,たかはぎ,[ta ka ha gi],4
高橋,たかはし,[ta ka ha shi],4
高畠,たかはた,[ta ka ha ta],4
高畑,たかばた,[ta ka ba ta],4
高幡不動,たかはたふどう,[ta ka ha ta fu do u],7
高浜,たかはま,[ta ka ha ma],4
高浜,たかはま,[ta ka ha ma],4
高浜,たかはま,[ta ka ha ma],4
高浜港,たかはまみなと,[ta ka ha ma mi na to],7
高原,たかはる,[ta ka ha ru],4
高松,たかまつ,[ta ka ma tsu],4
高松,たかまつ,[ta ka ma tsu],4
高松,たかまつ,[ta ka ma tsu],4
高松築港,たかまつちっこう,[ta ka ma tsu chi t ko u],8
高松町,たかまつちょう,[ta ka ma tsu cho u],6
田上,たがみ,[ta ga mi],3
田神,たがみ,[ta ga mi],3
高水,たかみず,[ta ka mi zu],4
高光,たかみつ,[ta ka mi tsu],4
高見ノ里,たかみのさと,[ta ka mi no sa to],6
高宮,たかみや,[ta ka mi ya],4
高宮,たかみや,[ta ka mi ya],4
高森,たかもり,[ta ka mo ri],4
高屋,たかや,[ta ka ya],3
高安,たかやす,[ta ka ya su],4
高安山,たかやすやま,[ta ka ya su ya ma],6
高柳,たかやなぎ,[ta ka ya na gi],5
高山,たかやま,[ta ka ya ma],4
高横須賀,たかよこすか,[ta ka yo ko su ka],6
宝ヶ池,たからがいけ,[ta ka ra ga i ke],6
宝町,たからちょう,[ta ka ra cho u],5
宝塚,たからづか,[ta ka ra zu ka],5
宝塚南口,たからづかみなみぐち,[ta ka ra zu ka mi na mi gu chi],10
財部,たからべ,[ta ka ra be],4
田川伊田,たがわいた,[ta ga wa i ta],5
田川後藤寺,たがわごとうじ,[ta ga wa go to u ji],7
高鷲,たかわし,[ta ka wa shi],4
田川市立病院,たがわしりつびょういん,[ta ga wa shi ri tsu byo u i n],10
滝,たき,[ta ki],2
滝,たき,[ta ki],2
多気,たき,[ta ki],2
田儀,たぎ,[ta gi],2
滝井,たきい,[ta ki i],3
滝尾,たきお,[ta ki o],3
滝川,たきかわ,[ta ki ka wa],4
滝沢,たきざわ,[ta ki za wa],4
滝谷,たきだに,[ta ki da ni],4
滝谷不動,たきだにふどう,[ta ki da ni fu do u],7
滝野,たきの,[ta ki no],3
滝ノ上,たきのうえ,[ta ki no u e],5
滝の茶屋,たきのちゃや,[ta ki no cha ya],5
滝ノ間,たきのま,[ta ki no ma],4
滝宮,たきのみや,[ta ki no mi ya],5
多喜浜,たきはま,[ta ki ha ma],4
滝原,たきはら,[ta ki ha ra],4
滝不動,たきふどう,[ta ki fu do u],5
滝部,たきべ,[ta ki be],3
滝水,たきみず,[ta ki mi zu],4
滝本,たきもと,[ta ki mo to],4
滝谷,たきや,[ta ki ya],3
滝山,たきやま,[ta ki ya ma],4
田京,たきょう,[ta kyo u],3
田切,たぎり,[ta gi ri],3
多久,たく,[ta ku],2
拓北,たくほく,[ta ku ho ku],4
詫間,たくま,[ta ku ma],3
竹浦,たけうら,[ta ke u ra],4
武雄温泉,たけおおんせん,[ta ke o o n se n],7
竹岡,たけおか,[ta ke o ka],4
武川,たけかわ,[ta ke ka wa],4
竹駒,たけこま,[ta ke ko ma],4
武里,たけさと,[ta ke sa to],4
竹沢,たけざわ,[ta ke za wa],4
武志,たけし,[ta ke shi],3
竹下,たけした,[ta ke shi ta],4
竹芝,たけしば,[ta ke shi ba],4
竹田,たけだ,[ta ke da],3
竹田,たけだ,[ta ke da],3
武田尾,たけだお,[ta ke da o],4
武豊,たけとよ,[ta ke to yo],4
竹中,たけなか,[ta ke na ka],4
武並,たけなみ,[ta ke na mi],4
竹野,たけの,[ta ke no],3
竹ノ塚,たけのつか,[ta ke no tsu ka],5
竹橋,たけばし,[ta ke ba shi],4
竹鼻,たけはな,[ta ke ha na],4
竹原,たけはら,[ta ke ha ra],4
武生,たけふ,[ta ke fu],3
建部,たけべ,[ta ke be],3
竹松,たけまつ,[ta ke ma tsu],4
竹村,たけむら,[ta ke mu ra],4
田子,たこ,[ta ko],2
蛸地蔵,たこじぞう,[ta ko ji zo u],5
太宰府,だざいふ,[da za i fu],4
田沢,たざわ,[ta za wa],3
田沢湖,たざわこ,[ta za wa ko],4
出平,だしだいら,[da shi da i ra],5
駄科,だしな,[da shi na],3
丹治部,たじべ,[ta ji be],3
田島,たじま,[ta ji ma],3
但馬,たじま,[ta ji ma],3
田島高校前,たじまこうこうまえ,[ta ji ma ko u ko u ma e],9
多治見,たじみ,[ta ji mi],3
田尻,たじり,[ta ji ri],3
田代,たしろ,[ta shi ro],3
田添,たぞえ,[ta zo e],3
多田,ただ,[ta da],2
多田,ただ,[ta da],2
忠岡,ただおか,[ta da o ka],4
田立,ただち,[ta da chi],3
忠海,ただのうみ,[ta da no u mi],5
只見,ただみ,[ta da mi],3
多々良,たたら,[ta ta ra],3
多田羅,たたら,[ta ta ra],3
立会川,たちあいがわ,[ta chi a i ga wa],6
太刀洗,たちあらい,[ta chi a ra i],5
立川,たちかわ,[ta chi ka wa],4
立川北,たちかわきた,[ta chi ka wa ki ta],6
立川南,たちかわみなみ,[ta chi ka wa mi na mi],7
立木,たちき,[ta chi ki],3
立小路,たちこうじ,[ta chi ko u ji],5
館田,たちた,[ta chi ta],3
立花,たちばな,[ta chi ba na],4
立飛,たちひ,[ta chi hi],3
立間,たちま,[ta chi ma],3
立江,たつえ,[ta tsu e],3
龍岡城,たつおかじょう,[ta tsu o ka jo u],6
竜田,たつた,[ta tsu ta],3
竜田川,たつたがわ,[ta tsu ta ga wa],5
竜田口,たつたぐち,[ta tsu ta gu chi],5
竜野,たつの,[ta tsu no],3
辰野,たつの,[ta tsu no],3
辰巳,たつみ,[ta tsu mi],3
巽ヶ丘,たつみがおか,[ta tsu mi ga o ka],6
立道,たつみち,[ta tsu mi chi],4
田鶴浜,たつるはま,[ta tsu ru ha ma],5
伊達,だて,[da te],2
立石,たていし,[ta te i shi],4
立ケ花,たてがはな,[ta te ga ha na],5
立川目,たてかわめ,[ta te ka wa me],5
館腰,たてこし,[ta te ko shi],4
立田,たてだ,[ta te da],3
立野,たての,[ta te no],3
立野,たての,[ta te no],3
立場,たてば,[ta te ba],3
館林,たてばやし,[ta te ba ya shi],5
竪堀,たてぼり,[ta te bo ri],4
伊達紋別,だてもんべつ,[da te mo n be tsu],6
館山,たてやま,[ta te ya ma],4
楯山,たてやま,[ta te ya ma],4
立山,たてやま,[ta te ya ma],4
多度,たど,[ta do],2
多度津,たどつ,[ta do tsu],3
田奈,たな,[ta na],2
田中,たなか,[ta na ka],3
田中口,たなかぐち,[ta na ka gu chi],5
棚方,たながた,[ta na ga ta],4
多奈川,たながわ,[ta na ga wa],4
棚倉,たなくら,[ta na ku ra],4
田無,たなし,[ta na shi],3
田辺,たなべ,[ta na be],3
田並,たなみ,[ta na mi],3
谷頭,たにがしら,[ta ni ga shi ra],5
谷上,たにがみ,[ta ni ga mi],4
谷川,たにかわ,[ta ni ka wa],4
谷汲口,たにぐみぐち,[ta ni gu mi gu chi],6
谷之口,たにのくち,[ta ni no ku chi],5
谷浜,たにはま,[ta ni ha ma],4
谷町九丁目,たにまちきゅうちょうめ,[ta ni ma chi kyu u cho u me],9
谷町四丁目,たにまちよんちょうめ,[ta ni ma chi yo n cho u me],9
谷町六丁目,たにまちろくちょうめ,[ta ni ma chi ro ku cho u me],9
谷山,たにやま,[ta ni ya ma],4
田主丸,たぬしまる,[ta nu shi ma ru],5
田沼,たぬま,[ta nu ma],3
種市,たねいち,[ta ne i chi],4
種差海岸,たねさしかいがん,[ta ne sa shi ka i ga n],8
田野,たの,[ta no],2
田野,たの,[ta no],2
たのうら御立岬公園,たのうらおたちみさきこうえん,[ta no u ra o ta chi mi sa ki ko u e n],14
田野口,たのくち,[ta no ku chi],4
田窪,たのくぼ,[ta no ku bo],4
田野倉,たのくら,[ta no ku ra],4
田野畑,たのはた,[ta no ha ta],4
田端,たばた,[ta ba ta],3
田畑,たばた,[ta ba ta],3
田端信号場,たばたしんごうじょう,[ta ba ta shi n go u jo u],9
田原,たはら,[ta ha ra],3
田原坂,たばるざか,[ta ba ru za ka],5
たびら平戸口,たびらひらどぐち,[ta bi ra hi ra do gu chi],8
旅伏,たぶし,[ta bu shi],3
田布施,たぶせ,[ta bu se],3
多宝塔,たほうとう,[ta ho u to u],5
多磨,たま,[ta ma],2
玉江,たまえ,[ta ma e],3
玉垣,たまがき,[ta ma ga ki],4
玉柏,たまがし,[ta ma ga shi],4
玉川,たまがわ,[ta ma ga wa],4
玉川,たまがわ,[ta ma ga wa],4
多摩川,たまがわ,[ta ma ga wa],4
玉川学園前,たまがわがくえんまえ,[ta ma ga wa ga ku e n ma e],10
玉川上水,たまがわじょうすい,[ta ma ga wa jo u su i],8
玉川村,たまがわむら,[ta ma ga wa mu ra],6
多摩境,たまさかい,[ta ma sa ka i],5
玉前,たまさき,[ta ma sa ki],4
田町,たまち,[ta ma chi],3
玉造,たまつくり,[ta ma tsu ku ri],5
玉造温泉,たまつくりおんせん,[ta ma tsu ku ri o n se n],9
玉手,たまで,[ta ma de],3
玉出,たまで,[ta ma de],3
玉戸,たまど,[ta ma do],3
多摩動物公園,たまどうぶつこうえん,[ta ma do u bu tsu ko u e n],10
玉名,たまな,[ta ma na],3
玉野,たまの,[ta ma no],3
玉ノ井,たまのい,[ta ma no i],4
玉之江,たまのえ,[ta ma no e],4
たまプラーザ,たまぷらーざ,[ta ma pu ra - za],6
玉水,たまみず,[ta ma mi zu],4
玉村,たまむら,[ta ma mu ra],4
玉淀,たまよど,[ta ma yo do],4
玉来,たまらい,[ta ma ra i],4
田丸,たまる,[ta ma ru],3
多磨霊園,たまれいえん,[ta ma re i e n],6
田村,たむら,[ta mu ra],3
溜池山王,ためいけさんのう,[ta me i ke sa n no u],8
田本,たもと,[ta mo to],3
田茂山,たもやま,[ta mo ya ma],4
多屋,たや,[ta ya],2
田山,たやま,[ta ya ma],3
田吉,たよし,[ta yo shi],3
多寄,たよろ,[ta yo ro],3
多良,たら,[ta ra],2
多良木,たらぎ,[ta ra gi],3
垂井,たるい,[ta ru i],3
樽井,たるい,[ta ru i],3
垂水,たるみ,[ta ru mi],3
樽見,たるみ,[ta ru mi],3
田老,たろう,[ta ro u],3
太郎坊宮前,たろぼうぐうまえ,[ta ro bo u gu u ma e],8
俵田,たわらだ,[ta wa ra da],4
田原町,たわらまち,[ta wa ra ma chi],5
田原町,たわらまち,[ta wa ra ma chi],5
田原本,たわらもと,[ta wa ra mo to],5
段,だん,[da n],2
旦過,たんが,[ta n ga],3
丹後神崎,たんごかんざき,[ta n go ka n za ki],7
丹後由良,たんごゆら,[ta n go yu ra],5
丹荘,たんしょう,[ta n sho u],4
誕生寺,たんじょうじ,[ta n jo u ji],5
端野,たんの,[ta n no],3
壇ノ浦,だんのうら,[da n no u ra],5
淡輪,たんのわ,[ta n no wa],4
丹波大山,たんばおおやま,[ta n ba o o ya ma],7
丹波口,たんばぐち,[ta n ba gu chi],5
丹波竹田,たんばたけだ,[ta n ba ta ke da],6
丹波橋,たんばばし,[ta n ba ba shi],5
丹比,たんぴ,[ta n pi],3
反町,たんまち,[ta n ma chi],4
智恵文,ちえぶん,[chi e bu n],4
近川,ちかがわ,[chi ka ga wa],4
千垣,ちがき,[chi ga ki],3
茅ケ崎,ちがさき,[chi ga sa ki],4
近田,ちかた,[chi ka ta],3
近津,ちかつ,[chi ka tsu],3
地下鉄赤塚,ちかてつあかつか,[chi ka te tsu a ka tsu ka],8
地下鉄成増,ちかてつなります,[chi ka te tsu na ri ma su],8
近永,ちかなが,[chi ka na ga],4
近文,ちかぶみ,[chi ka bu mi],4
筑後大石,ちくごおおいし,[chi ku go o o i shi],7
筑後草野,ちくごくさの,[chi ku go ku sa no],6
筑後船小屋,ちくごふなごや,[chi ku go fu na go ya],7
筑後吉井,ちくごよしい,[chi ku go yo shi i],6
千種,ちくさ,[chi ku sa],3
筑紫,ちくし,[chi ku shi],3
筑前岩屋,ちくぜんいわや,[chi ku ze n i wa ya],7
筑前植木,ちくぜんうえき,[chi ku ze n u e ki],7
筑前内野,ちくぜんうちの,[chi ku ze n u chi no],7
筑前庄内,ちくぜんしょうない,[chi ku ze n sho u na i],8
筑前大分,ちくぜんだいぶ,[chi ku ze n da i bu],7
筑前垣生,ちくぜんはぶ,[chi ku ze n ha bu],6
筑前深江,ちくぜんふかえ,[chi ku ze n fu ka e],7
筑前前原,ちくぜんまえばる,[chi ku ze n ma e ba ru],8
筑前山家,ちくぜんやまえ,[chi ku ze n ya ma e],7
筑前山手,ちくぜんやまて,[chi ku ze n ya ma te],7
千国,ちくに,[chi ku ni],3
筑豊香月,ちくほうかつき,[chi ku ho u ka tsu ki],7
筑豊中間,ちくほうなかま,[chi ku ho u na ka ma],7
筑豊直方,ちくほうのおがた,[chi ku ho u no o ga ta],8
千曲,ちくま,[chi ku ma],3
千倉,ちくら,[chi ku ra],3
稚子塚,ちごづか,[chi go zu ka],4
千里,ちさと,[chi sa to],3
千里,ちさと,[chi sa to],3
千路,ちじ,[chi ji],2
千城台,ちしろだい,[chi shi ro da i],5
千城台北,ちしろだいきた,[chi shi ro da i ki ta],7
智頭,ちず,[chi zu],2
知多,ちた,[chi ta],2
知多奥田,ちたおくだ,[chi ta o ku da],5
知多武豊,ちたたけとよ,[chi ta ta ke to yo],6
知多半田,ちたはんだ,[chi ta ha n da],5
秩父,ちちぶ,[chi chi bu],3
秩父別,ちっぷべつ,[chi t pu be tsu],5
千歳,ちとせ,[chi to se],3
千歳,ちとせ,[chi to se],3
千年,ちとせ,[chi to se],3
千歳烏山,ちとせからすやま,[chi to se ka ra su ya ma],8
千歳船橋,ちとせふなばし,[chi to se fu na ba shi],7
千鳥,ちどり,[chi do ri],3
千鳥町,ちどりちょう,[chi do ri cho u],5
千鳥町,ちどりちょう,[chi do ri cho u],5
千鳥橋,ちどりばし,[chi do ri ba shi],5
茅野,ちの,[chi no],2
千葉,ちば,[chi ba],2
千葉貨物,ちばかもつ,[chi ba ka mo tsu],5
千葉公園,ちばこうえん,[chi ba ko u e n],6
知波田,ちばた,[chi ba ta],3
千葉中央,ちばちゅうおう,[chi ba chu u o u],6
千葉寺,ちばでら,[chi ba de ra],4
千葉みなと,ちばみなと,[chi ba mi na to],5
千早,ちはや,[chi ha ya],3
千早口,ちはやぐち,[chi ha ya gu chi],5
ちはら台,ちはらだい,[chi ha ra da i],5
千曳,ちびき,[chi bi ki],3
千船,ちぶね,[chi bu ne],3
智北,ちほく,[chi ho ku],3
茶臼山,ちゃうすやま,[cha u su ya ma],5
茶志内,ちゃしない,[cha shi na i],4
茶所,ちゃじょ,[cha jo],2
茶内,ちゃない,[cha na i],3
茶屋ヶ坂,ちゃやがさか,[cha ya ga sa ka],5
茶山,ちゃやま,[cha ya ma],3
茶山,ちゃやま,[cha ya ma],3
茶屋町,ちゃやまち,[cha ya ma chi],4
中央市場前,ちゅうおういちばまえ,[chu u o u i chi ba ma e],9
中央高原,ちゅうおうこうげん,[chu u o u ko u ge n],8
中央大学明星大学,ちゅうおうだいがくめいせいだいがく,[chu u o u da i ga ku me i se i da i ga ku],16
中央弘前,ちゅうおうひろさき,[chu u o u hi ro sa ki],8
中央前橋,ちゅうおうまえばし,[chu u o u ma e ba shi],8
中央林間,ちゅうおうりんかん,[chu u o u ri n ka n],8
中学校,ちゅうがっこう,[chu u ga t ko u],6
中京競馬場前,ちゅうきょうけいばじょうまえ,[chu u kyo u ke i ba jo u ma e],11
中郡,ちゅうぐん,[chu u gu n],4
中国勝山,ちゅうごくかつやま,[chu u go ku ka tsu ya ma],8
中書島,ちゅうしょじま,[chu u sho ji ma],5
中田,ちゅうでん,[chu u de n],4
中腹,ちゅうふく,[chu u fu ku],4
中部国際空港,ちゅうぶこくさいくうこう,[chu u bu ko ku sa i ku u ko u],11
中部天竜,ちゅうぶてんりゅう,[chu u bu te n ryu u],7
千代,ちよ,[chi yo],2
長安寺,ちょうあんじ,[cho u a n ji],5
長後,ちょうご,[cho u go],3
彫刻の森,ちょうこくのもり,[cho u ko ku no mo ri],7
帖佐,ちょうさ,[cho u sa],3
銚子,ちょうし,[cho u shi],3
銚子口,ちょうしぐち,[cho u shi gu chi],5
長者ヶ平,ちょうじゃがなる,[cho u ja ga na ru],6
長者ヶ浜潮騒はまなす公園前,ちょうじゃがはましおさいはまなすこうえんまえ,[cho u ja ga ha ma shi o sa i ha ma na su ko u e n ma e],20
長者原,ちょうじゃばる,[cho u ja ba ru],5
長者町,ちょうじゃまち,[cho u ja ma chi],5
調布,ちょうふ,[cho u fu],3
長府,ちょうふ,[cho u fu],3
長門峡,ちょうもんきょう,[cho u mo n kyo u],6
長陽,ちょうよう,[cho u yo u],4
長楽寺,ちょうらくじ,[cho u ra ku ji],5
千代ヶ岡,ちよがおか,[chi yo ga o ka],5
千代川,ちよかわ,[chi yo ka wa],4
勅旨,ちょくし,[cho ku shi],3
千代県庁口,ちよけんちょうぐち,[chi yo ke n cho u gu chi],8
千代崎,ちよざき,[chi yo za ki],4
千代田,ちよだ,[chi yo da],3
知立,ちりゅう,[chi ryu u],3
知和,ちわ,[chi wa],2
千綿,ちわた,[chi wa ta],3
津,つ,[tsu],1
築城,ついき,[tsu i ki],3
通洞,つうどう,[tsu u do u],4
都賀,つが,[tsu ga],2
塚口,つかぐち,[tsu ka gu chi],4
塚口,つかぐち,[tsu ka gu chi],4
塚田,つかだ,[tsu ka da],3
塚目,つかのめ,[tsu ka no me],4
塚原,つかはら,[tsu ka ha ra],4
塚本,つかもと,[tsu ka mo to],4
塚山,つかやま,[tsu ka ya ma],4
津軽飯詰,つがるいいづめ,[tsu ga ru i i zu me],7
津軽石,つがるいし,[tsu ga ru i shi],5
津軽大沢,つがるおおさわ,[tsu ga ru o o sa wa],7
津軽尾上,つがるおのえ,[tsu ga ru o no e],6
津軽五所川原,つがるごしょがわら,[tsu ga ru go sho ga wa ra],8
津軽新城,つがるしんじょう,[tsu ga ru shi n jo u],7
津軽中里,つがるなかさと,[tsu ga ru na ka sa to],7
津軽浜名,つがるはまな,[tsu ga ru ha ma na],6
津軽二股,つがるふたまた,[tsu ga ru fu ta ma ta],7
津軽宮田,つがるみやた,[tsu ga ru mi ya ta],6
津軽湯の沢,つがるゆのさわ,[tsu ga ru yu no sa wa],7
津川,つがわ,[tsu ga wa],3
月岡,つきおか,[tsu ki o ka],4
月岡,つきおか,[tsu ki o ka],4
月ケ瀬口,つきがせぐち,[tsu ki ga se gu chi],6
月崎,つきざき,[tsu ki za ki],4
月寒中央,つきさむちゅうおう,[tsu ki sa mu chu u o u],8
築地,つきじ,[tsu ki ji],3
築地口,つきじぐち,[tsu ki ji gu chi],5
築地市場,つきじしじょう,[tsu ki ji shi jo u],6
月島,つきしま,[tsu ki shi ma],4
月田,つきだ,[tsu ki da],3
調川,つきのかわ,[tsu ki no ka wa],5
槻木,つきのき,[tsu ki no ki],4
つきのわ,つきのわ,[tsu ki no wa],4
つきみ野,つきみの,[tsu ki mi no],4
月見山,つきみやま,[tsu ki mi ya ma],5
築山,つきやま,[tsu ki ya ma],4
津久井浜,つくいはま,[tsu ku i ha ma],5
つくし野,つくしの,[tsu ku shi no],4
佃,つくだ,[tsu ku da],3
津久田,つくだ,[tsu ku da],3
津久野,つくの,[tsu ku no],3
つくば,つくば,[tsu ku ba],3
筑波山頂,つくばさんちょう,[tsu ku ba sa n cho u],7
津久見,つくみ,[tsu ku mi],3
柘植,つげ,[tsu ge],2
津古,つこ,[tsu ko],2
辻,つじ,[tsu ji],2
辻堂,つじどう,[tsu ji do u],4
津島,つしま,[tsu shi ma],3
津島ノ宮,つしまのみや,[tsu shi ma no mi ya],6
津新町,つしんまち,[tsu shi n ma chi],5
都住,つすみ,[tsu su mi],3
津田,つだ,[tsu da],2
津田沼,つだぬま,[tsu da nu ma],4
津田山,つだやま,[tsu da ya ma],4
土浦,つちうら,[tsu chi u ra],4
土崎,つちざき,[tsu chi za ki],4
土沢,つちざわ,[tsu chi za wa],4
土樽,つちたる,[tsu chi ta ru],4
土橋,つちはし,[tsu chi ha shi],4
土山,つちやま,[tsu chi ya ma],4
通津,つづ,[tsu zu],2
筒井,つつい,[tsu tsu i],3
筒井,つつい,[tsu tsu i],3
筒石,つついし,[tsu tsu i shi],4
都筑,つづき,[tsu zu ki],3
都筑ふれあいの丘,つづきふれあいのおか,[tsu zu ki fu re a i no o ka],10
榴ケ岡,つつじがおか,[tsu tsu ji ga o ka],6
つつじヶ丘,つつじがおか,[tsu tsu ji ga o ka],6
つつじヶ丘,つつじがおか,[tsu tsu ji ga o ka],6
鼓ヶ浦,つづみがうら,[tsu zu mi ga u ra],6
鼓滝,つづみがたき,[tsu zu mi ga ta ki],6
津奈木,つなぎ,[tsu na gi],3
綱島,つなしま,[tsu na shi ma],4
津南,つなん,[tsu na n],3
常澄,つねずみ,[tsu ne zu mi],4
常山,つねやま,[tsu ne ya ma],4
都農,つの,[tsu no],2
津ノ井,つのい,[tsu no i],3
角川,つのがわ,[tsu no ga wa],4
都野津,つのづ,[tsu no zu],3
津ノ森,つのもり,[tsu no mo ri],4
椿,つばき,[tsu ba ki],3
津幡,つばた,[tsu ba ta],3
燕,つばめ,[tsu ba me],3
燕三条,つばめさんじょう,[tsu ba me sa n jo u],7
津福,つぶく,[tsu bu ku],3
坪井,つぼい,[tsu bo i],3
坪井川公園,つぼいがわこうえん,[tsu bo i ga wa ko u e n],9
壺川,つぼがわ,[tsu bo ga wa],4
壺阪山,つぼさかやま,[tsu bo sa ka ya ma],6
坪尻,つぼじり,[tsu bo ji ri],4
妻崎,つまざき,[tsu ma za ki],4
津守,つもり,[tsu mo ri],3
